Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
15,tt1666727,2012-01-27,2012-01-27,,The Neistat Brothers,https://www.imdb.com/title/tt1666727/,tvSeries,8.2,,2010,Biography,507,2010-06-04,
16,tt0374463,2012-01-27,2012-01-27,,The Pacific,https://www.imdb.com/title/tt0374463/,tvMiniSeries,8.3,530,2010,"Action, Adventure, Drama, History, War",124864,2010-03-14,
17,tt1255913,2012-01-27,2012-01-27,,Bored to Death,https://www.imdb.com/title/tt1255913/,tvSeries,7.9,28,2009,"Comedy, Crime, Drama, Mystery, Thriller",34352,2009-09-20,
18,tt1229413,2012-01-27,2012-01-27,,Hung,https://www.imdb.com/title/tt1229413/,tvSeries,7.2,30,2009,"Comedy, Drama",22877,2009-06-28,
19,tt0835434,2012-01-27,2012-01-27,,In Treatment,https://www.imdb.com/title/tt0835434/,tvSeries,8.3,30,2008,Drama,18074,2008-01-01,
20,tt0936458,2012-01-27,2012-01-27,,Little Britain USA,https://www.imdb.com/title/tt0936458/,tvSeries,7.6,30,2008,Comedy,6654,2008-09-28,
21,tt0995832,2012-01-27,2012-01-27,,Generation Kill,https://www.imdb.com/title/tt0995832/,tvMiniSeries,8.5,70,2008,"Drama, War",57905,2008-07-13,
22,tt0472027,2012-01-27,2012-01-27,,John Adams,https://www.imdb.com/title/tt0472027/,tvMiniSeries,8.5,71,2008,"Biography, Drama, History",35695,2008-02-16,
23,tt0863046,2012-01-27,2012-01-27,,Flight of the Conchords,https://www.imdb.com/title/tt0863046/,tvSeries,8.6,28,2007,"Comedy, Music, Musical",65077,2007-06-17,
24,tt0814164,2012-01-27,2012-01-27,,John from Cincinnati,https://www.imdb.com/title/tt0814164/,tvSeries,7.0,55,2007,"Drama, Fantasy, Mystery",4997,2007-06-10,
25,tt0809497,2012-01-27,2012-01-27,,Tell Me You Love Me,https://www.imdb.com/title/tt0809497/,tvSeries,7.3,60,2007,"Drama, Romance",4204,2007-09-09,
26,tt0421030,2012-01-27,2012-01-27,,Big Love,https://www.imdb.com/title/tt0421030/,tvSeries,7.7,60,2006,Drama,22951,2006-03-12,
27,tt0384766,2012-01-27,2012-01-27,,Rome,https://www.imdb.com/title/tt0384766/,tvSeries,8.7,1193,2005,"Action, Drama, Romance, War",182099,2005-08-28,
28,tt0445114,2012-01-27,2012-01-27,,Extras,https://www.imdb.com/title/tt0445114/,tvSeries,8.3,30,2005,"Comedy, Drama",59686,2005-07-21,
29,tt0387199,2012-01-27,2012-01-27,,Entourage,https://www.imdb.com/title/tt0387199/,tvSeries,8.4,28,2004,"Comedy, Drama",175441,2004-07-18,
30,tt0348914,2012-01-27,2012-01-27,,Deadwood,https://www.imdb.com/title/tt0348914/,tvSeries,8.6,55,2004,"Crime, Drama, History, Western",115358,2004-03-21,
31,tt0319969,2012-01-27,2012-01-27,,Carnivàle,https://www.imdb.com/title/tt0319969/,tvSeries,8.4,55,2003,"Drama, Fantasy, Mystery, Thriller",46451,2003-09-14,
32,tt0306414,2012-01-27,2012-01-27,,The Wire,https://www.imdb.com/title/tt0306414/,tvSeries,9.3,59,2002,"Crime, Drama, Thriller",367507,2002-06-02,
33,tt0185906,2012-01-27,2012-01-27,,Band of Brothers,https://www.imdb.com/title/tt0185906/,tvMiniSeries,9.4,594,2001,"Drama, History, War",509146,2001-09-09,
34,tt0248654,2012-01-27,2012-01-27,,Six Feet Under,https://www.imdb.com/title/tt0248654/,tvSeries,8.7,60,2001,"Comedy, Drama",145388,2001-06-03,
35,tt0141842,2012-01-27,2012-01-27,,The Sopranos,https://www.imdb.com/title/tt0141842/,tvSeries,9.2,55,1999,"Crime, Drama",451015,1999-01-10,
